Date,Open,Intra Day Return,High,Low,Close,Adj Close,Volume,--- Blank --- ,Close.shift(1),Inter Day Return
2021-11-02,336.329987,0.0029759463582913234,345.25,332.140015,336.339996,336.339996,6104700,,,
2021-11-03,335.26001,2.72027522757634,344.470001,328.309998,344.380005,344.380005,4809800,,336.339996,2.3904409513045177
2021-11-04,340.73999,1.0888132032873623,345.850006,333.880005,344.450012,344.450012,5893700,,344.380005,0.02032841598920143
2021-11-05,345.230011,-2.3694414562353923,345.230011,333.440002,337.049988,337.049988,3527600,,344.450012,-2.1483593387129907
2021-11-08,349.5,1.2646675250357606,363.170013,345.559998,353.920013,353.920013,8531100,,337.049988,5.005199703493246
2021-11-09,367.390015,-2.7219030435544087,368.899994,345.059998,357.390015,357.390015,10153700,,353.920013,0.9804480878565114
2021-11-10,327.220001,0.421736139533837,348.980011,320.0,328.600006,328.600006,15168900,,357.390015,-8.055627687304023
2021-11-11,327.429993,2.736469532893396,342.48999,327.0,336.390015,336.390015,4905800,,328.600006,2.370666116177733
2021-11-12,339.25,1.0994873986735418,344.0,332.559998,342.980011,342.980011,4469900,,336.390015,1.959034366700796
2021-11-15,345.100006,0.07533439451750895,355.200012,339.029999,345.359985,345.359985,4465700,,342.980011,0.6939104098401927
2021-11-16,333.140015,2.695557301935047,347.399994,331.579987,342.119995,342.119995,4128100,,345.359985,-0.9381486393103655
2021-11-17,342.029999,1.3127474236550913,348.48999,338.179993,346.519989,346.519989,3772100,,342.119995,1.2860967100154497
2021-11-18,343.0,-5.664720991253652,344.839996,323.410004,323.570007,323.570007,5408800,,346.519989,-6.622989359496955
2021-11-19,325.559998,2.14706660613752,339.410004,325.399994,332.549988,332.549988,3680400,,323.570007,2.7752822590877635
2021-11-22,333.329987,-5.355046559312417,335.899994,310.670013,315.480011,315.480011,5013600,,332.549988,-5.13305596631084
2021-11-23,312.5,1.5040038400000049,319.700012,304.600006,317.200012,317.200012,3465000,,315.480011,0.5452012615785096
2021-11-24,309.380005,0.9696812824086677,316.320007,305.880005,312.380005,312.380005,2759800,,317.200012,-1.5195481770662878
2021-11-26,301.299988,0.6272864504727454,307.920013,299.149994,303.190002,303.190002,2678700,,312.380005,-2.9419306142849933
2021-11-29,312.220001,2.29646210269533,321.579987,306.75,319.390015,319.390015,4159700,,303.190002,5.343188394451093
2021-11-30,320.75,-1.7926734216679656,331.700012,310.980011,315.0,315.0,7168400,,319.390015,-1.3744997632440081
2021-12-01,318.600006,-7.564345745806422,323.0,293.700012,294.5,294.5,4267500,,315.0,-6.507936507936507
2021-12-02,295.160004,-3.540456992269187,305.320007,283.820007,284.709991,284.709991,4625100,,294.5,-3.3242814940577237
2021-12-03,286.0,-7.115386713286716,286.0,258.160004,265.649994,265.649994,7271100,,284.709991,-6.694530435357993
2021-12-06,253.130005,3.993989175641175,267.230011,244.460007,263.23999,263.23999,5366400,,265.649994,-0.9072102595266807
2021-12-07,277.649994,3.1586598917772677,290.190002,274.910004,286.420013,286.420013,4648200,,263.23999,8.805661708162194
2021-12-08,284.440002,1.0687698560767125,290.0,278.290009,287.480011,287.480011,2495900,,286.420013,0.37008517278434017
2021-12-09,284.970001,-7.390250526756326,284.98999,258.920013,263.910004,263.910004,5394600,,287.480011,-8.19883334427728
2021-12-10,266.299988,-3.957939720222586,269.190002,250.149994,255.759995,255.759995,5062100,,263.910004,-3.0881773621586617
2021-12-13,252.139999,-0.3053874843554672,256.5,244.800003,251.369995,251.369995,3410400,,255.759995,-1.716452958172765
2021-12-14,247.279999,3.4697517125111306,260.5,243.5,255.860001,255.860001,3866600,,251.369995,1.786213983096907
2021-12-15,254.490005,1.497105161359869,261.170013,242.259995,258.299988,258.299988,4623500,,255.860001,0.9536414408127802
2021-12-16,264.459991,-6.537848290254238,268.26001,244.630005,247.169998,247.169998,3346600,,258.299988,-4.308939418146618
2021-12-17,240.0,1.3958358333333365,250.479996,236.0,243.350006,243.350006,4420300,,247.169998,-1.5454917793056633
2021-12-20,236.559998,0.6298634649126081,239.369995,231.770004,238.050003,238.050003,3572200,,243.350006,-2.1779341973798827
2021-12-21,244.149994,1.4499316350587337,248.119995,239.589996,247.690002,247.690002,2776500,,238.050003,4.049568947075377
2021-12-22,248.509995,2.430488962828236,254.789993,245.639999,254.550003,254.550003,3779100,,247.690002,2.7695914024014723
2021-12-23,256.559998,4.517460278433579,269.309998,253.5,268.149994,268.149994,4106100,,254.550003,5.342758137779313
2021-12-27,270.26001,3.703832838606047,281.98999,270.200012,280.269989,280.269989,4448900,,268.149994,4.51985652477771
2021-12-28,270.0,-3.21111592592592,270.980011,259.690002,261.329987,261.329987,4372800,,280.269989,-6.757770272720853
2021-12-29,256.670013,-1.5856963392135628,263.01001,251.369995,252.600006,252.600006,3474300,,261.329987,-3.340596729911449
2021-12-30,252.600006,1.6587501585411641,260.0,252.039993,256.790009,256.790009,2887600,,252.600006,1.6587501585411557
2021-12-31,255.809998,-1.3447492384562774,259.209991,251.520004,252.369995,252.369995,2360300,,256.790009,-1.7212562191233904
2022-01-03,256.269989,-2.036908816506019,261.630005,250.639999,251.050003,251.050003,3350900,,252.369995,-0.5230384063683924
2022-01-04,253.050003,-1.1460221164273259,258.809998,244.139999,250.149994,250.149994,3652600,,251.050003,-0.3584979044991332
2022-01-05,247.720001,-5.4456664562987775,248.690002,232.860001,234.229996,234.229996,5196300,,250.149994,-6.364180844233802
2022-01-06,233.190002,0.34735537246575754,235.979996,224.880005,234.0,234.0,5236000,,234.229996,-0.09819237669286274
2022-01-07,233.630005,-0.5564366614639261,238.479996,227.589996,232.330002,232.330002,3312000,,234.0,-0.7136743589743588
2022-01-10,224.429993,0.2584333725840322,225.259995,214.639999,225.009995,225.009995,6800800,,232.330002,-3.1506938135351104
2022-01-11,225.5,5.201772062084257,238.0,222.179993,237.229996,237.229996,5585600,,225.009995,5.4308703042280415
2022-01-12,242.110001,-3.060593932259748,246.270004,234.419998,234.699997,234.699997,3937000,,237.229996,-1.0664751686797702
2022-01-13,241.990005,-5.686188981234988,242.869995,227.190002,228.229996,228.229996,3814100,,234.699997,-2.7567111558165047
2022-01-14,226.619995,1.5047233585897903,232.0,222.300003,230.029999,230.029999,4325600,,228.229996,0.7886794161798161
2022-01-18,226.820007,-2.125036086433065,227.190002,219.600006,222.0,222.0,3483000,,230.029999,-3.490848600142804
2022-01-19,224.25,-2.118171683389075,227.169998,218.820007,219.5,219.5,2976700,,222.0,-1.1261261261261257
2022-01-20,222.300003,-0.3058965320841741,232.0,220.839996,221.619995,221.619995,3691200,,219.5,0.9658291571754019
2022-01-21,209.979996,-8.577005116239741,210.190002,186.860001,191.970001,191.970001,13628300,,221.619995,-13.378754024428163
2022-01-24,173.179993,10.567042233336968,191.860001,162.509995,191.479996,191.479996,12978700,,191.970001,-0.2552508191110525
2022-01-25,185.169998,0.24842415346357496,193.119995,177.149994,185.630005,185.630005,6271300,,191.479996,-3.0551447264496434
2022-01-26,193.600006,-7.727276103493519,198.050003,177.0,178.639999,178.639999,7566300,,185.630005,-3.765558267371716
2022-01-27,182.029999,-6.498929882431086,182.75,168.580002,170.199997,170.199997,5551900,,178.639999,-4.7245869050861256
2022-01-28,169.100006,5.01478160799119,181.75,162.199997,177.580002,177.580002,6475800,,170.199997,4.336078219789874
2022-01-31,177.869995,6.903918224093954,192.0,175.029999,190.149994,190.149994,4060500,,177.580002,7.0784952463284645
2022-02-01,197.970001,-0.12123301449091597,201.449997,188.619995,197.729996,197.729996,5159000,,190.149994,3.986327761861519
2022-02-02,195.809998,-4.310302377920467,197.0,181.729996,187.369995,187.369995,3861700,,197.729996,-5.239468573093998
2022-02-03,182.259995,-0.5212317711300257,189.300003,179.0,181.309998,181.309998,3417000,,187.369995,-3.2342408932657496
2022-02-04,181.020004,7.413544195922121,197.0,177.449997,194.440002,194.440002,4397900,,181.309998,7.241742951207786
2022-02-07,198.699997,3.5430337726678482,211.110001,198.199997,205.740005,205.740005,6668300,,194.440002,5.811562890232835
2022-02-08,200.369995,4.172281882823828,209.25,196.75,208.729996,208.729996,4639100,,205.740005,1.4532861511304063
2022-02-09,210.179993,2.0553845008454275,215.25,207.610001,214.5,214.5,3811700,,208.729996,2.7643386722433494
2022-02-10,210.570007,-2.7544297892339453,217.490005,202.860001,204.770004,204.770004,4587400,,214.5,-4.536128671328676
2022-02-11,205.800003,-5.476192339997196,205.979996,191.020004,194.529999,194.529999,5054200,,204.770004,-5.000734873258095
2022-02-14,193.479996,0.9148253238541518,203.559998,193.460007,195.25,195.25,4528100,,194.529999,0.37012337618940183
2022-02-15,202.309998,3.282091377411802,209.309998,201.179993,208.949997,208.949997,3714300,,195.25,7.016643790012811
2022-02-16,205.380005,1.2562089478963538,214.020004,203.830002,207.960007,207.960007,3593600,,208.949997,-0.47379278019324955
2022-02-17,202.100006,-5.037114150308345,206.309998,188.929993,191.919998,191.919998,4740600,,207.960007,-7.713025803081452
2022-02-18,191.080002,-1.0048136800836023,192.720001,180.539993,189.160004,189.160004,4502200,,191.919998,-1.4380960966871248
2022-02-22,180.869995,-2.2723503696674427,185.75,173.160004,176.759995,176.759995,4472800,,189.160004,-6.555301722239326
2022-02-23,180.690002,-4.39979905473685,183.339996,171.770004,172.740005,172.740005,3892500,,176.759995,-2.274264603820564
2022-02-24,159.080002,12.874022971158874,183.0,155.919998,179.559998,179.559998,8134000,,172.740005,3.948125971166916
2022-02-25,180.240005,-1.8919234938991427,182.089996,170.399994,176.830002,176.830002,6836800,,179.559998,-1.5203809480995867
2022-02-28,172.5,10.591306666666666,192.229996,172.089996,190.770004,190.770004,8036300,,176.830002,7.883278766235602
2022-03-01,196.279999,-0.05604289818648874,205.880005,189.630005,196.169998,196.169998,7779200,,190.770004,2.830630542944257
2022-03-02,192.259995,1.1650915730024838,196.149994,189.509995,194.5,194.5,3414100,,196.169998,-0.8513014309150302
2022-03-03,194.710007,-8.566590005823372,194.919998,177.149994,178.029999,178.029999,3734400,,194.5,-8.467866838046268
2022-03-04,177.610001,-6.6775524650776905,178.660004,162.160004,165.75,165.75,5848700,,178.029999,-6.897713345490719
2022-03-07,168.25,-4.225854977711745,172.979996,160.229996,161.139999,161.139999,4424000,,165.75,-2.781297737556565
2022-03-08,160.100006,1.1805115110364135,168.350006,156.529999,161.990005,161.990005,3840800,,161.139999,0.5274953489356804
2022-03-09,174.259995,2.7028613193751054,181.449997,173.509995,178.970001,178.970001,4945200,,161.990005,10.482125733621661
2022-03-10,173.139999,-0.0981852841526195,174.490005,168.100006,172.970001,172.970001,2670600,,178.970001,-3.352517162918267
2022-03-11,175.350006,-8.713999701830637,175.75,160.0,160.070007,160.070007,3660500,,172.970001,-7.45793717142893
2022-03-14,159.990005,-4.25026738389064,161.699997,150.419998,153.190002,153.190002,4450000,,160.070007,-4.298122508359736
2022-03-15,152.899994,2.014389876300458,156.419998,150.119995,155.979996,155.979996,4245400,,153.190002,1.8212637662867959
2022-03-16,160.470001,7.515422150461635,173.070007,160.0,172.529999,172.529999,5974300,,155.979996,10.610336853707825
2022-03-17,170.729996,3.8013267451842476,177.5,168.0,177.220001,177.220001,2975900,,172.529999,2.718368995063858
2022-03-18,175.029999,6.233218912376266,186.690002,175.0,185.940002,185.940002,4835700,,177.220001,4.92043841033496
2022-03-21,181.800003,-2.7447771824294174,183.589996,171.699997,176.809998,176.809998,4214000,,185.940002,-4.910188179948493
2022-03-22,180.5,3.0914138504155164,188.809998,178.5,186.080002,186.080002,4086100,,176.809998,5.242918446274736
2022-03-23,184.720001,-0.8715894279363854,189.550003,181.800003,183.110001,183.110001,2311900,,186.080002,-1.5960882244616448
2022-03-24,185.259995,2.661128755833114,192.0,179.5,190.190002,190.190002,3536500,,183.110001,3.86652884131653
2022-03-25,192.0,-2.7552046875000054,195.699997,182.800003,186.710007,186.710007,3598300,,190.190002,-1.8297465499790055
2022-03-28,193.309998,4.190164028660318,203.270004,193.009995,201.410004,201.410004,6624000,,186.710007,7.873170397342433
2022-03-29,198.949997,2.8047258527980814,206.789993,194.050003,204.529999,204.529999,4811500,,201.410004,1.5490764798356427
2022-03-30,201.289993,-2.2802902079687652,206.330002,194.759995,196.699997,196.699997,3775900,,204.529999,-3.82829024509016
2022-03-31,197.25,-3.7465140684410594,198.080002,189.559998,189.860001,189.860001,2999200,,196.699997,-3.4773747352929485
2022-04-01,189.860001,-1.5274381042482037,191.869995,184.389999,186.960007,186.960007,2975900,,189.860001,-1.5274381042482021
2022-04-04,187.339996,2.3006288523674243,193.070007,186.160004,191.649994,191.649994,2488800,,186.960007,2.50855093303457
2022-04-05,189.759995,-6.634695052558371,191.330002,176.259995,177.169998,177.169998,5012800,,191.649994,-7.5554377528443855
2022-04-06,172.830002,-3.465836909496763,174.330002,165.009995,166.839996,166.839996,4675300,,177.169998,-5.8305594155958484
2022-04-07,166.710007,-0.3119218872086051,169.419998,160.679993,166.190002,166.190002,3093600,,166.839996,-0.3895912344663577
2022-04-08,165.210007,-2.584592227515612,166.0,160.130005,160.940002,160.940002,2951000,,166.190002,-3.1590348016242276
2022-04-11,156.570007,-1.7244758761491368,157.559998,151.729996,153.869995,153.869995,4305800,,160.940002,-4.392945763726286
2022-04-12,158.070007,-5.2002281495438885,162.440002,149.410004,149.850006,149.850006,4654400,,153.869995,-2.612587983771608
2022-04-13,149.029999,3.8649896253438247,156.160004,147.800003,154.789993,154.789993,3740500,,149.850006,3.2966211559577685
2022-04-14,153.539993,-4.070600680566659,154.0,146.820007,147.289993,147.289993,4082200,,154.789993,-4.845274461637839
2022-04-18,145.449997,-0.1993764221253368,149.5,140.529999,145.160004,145.160004,4668700,,147.289993,-1.4461192893124974
2022-04-19,146.020004,3.5953977922093467,152.100006,144.449997,151.270004,151.270004,2916000,,145.160004,4.209148409778218
2022-04-20,154.929993,-5.034524206039294,154.960007,144.850006,147.130005,147.130005,3486000,,151.270004,-2.736827454569246
2022-04-21,151.970001,-9.640056526682521,153.440002,135.309998,137.320007,137.320007,6252900,,147.130005,-6.667571308789122
2022-04-22,137.289993,-4.202774633399544,141.199997,131.25,131.520004,131.520004,5162200,,137.320007,-4.223713009277663
2022-04-25,130.009995,3.9458535476445373,137.350006,129.289993,135.139999,135.139999,4066500,,131.520004,2.7524292046098076
2022-04-26,135.309998,-6.030593541210463,136.770004,126.519997,127.150002,127.150002,3717600,,135.139999,-5.9123849778924376
2022-04-27,125.279999,-2.179115598492302,130.710007,121.980003,122.550003,122.550003,4658500,,127.150002,-3.6177734389654215
2022-04-28,123.690002,-0.8084727818178868,126.389999,113.32,122.690002,122.690002,8070900,,122.550003,0.11423826729730635
2022-04-29,121.099998,-6.928157835312271,129.089996,112.139999,112.709999,112.709999,5760900,,122.690002,-8.134324588241515
2022-05-02,113.07,7.314049703723363,122.290001,111.800003,121.339996,121.339996,6229400,,112.709999,7.656815789697591
2022-05-03,120.230003,2.769687196963637,129.399994,119.970001,123.559998,123.559998,5053200,,121.339996,1.8295715124302392
2022-05-04,124.0,4.959672580645155,132.809998,116.199997,130.149994,130.149994,6492800,,123.559998,5.33343809215665
2022-05-05,125.0,-8.6,125.639999,112.050003,114.25,114.25,7324400,,130.149994,-12.21666902266626
2022-05-06,112.5,-7.7866684444444445,112.5,100.25,103.739998,103.739998,9026500,,114.25,-9.199126477024066
2022-05-09,96.0,-13.010414583333333,96.43,81.779999,83.510002,83.510002,16845400,,103.739998,-19.500671283992123
2022-05-10,87.0,-16.103450574712642,89.379997,70.190002,72.989998,72.989998,31780000,,83.510002,-12.597298225426934
2022-05-11,54.849998,-2.060158689522643,61.279999,50.150002,53.720001,53.720001,67080200,,72.989998,-26.40087344570142
2022-05-12,48.540001,20.51915697323534,60.299999,40.830002,58.5,58.5,58789000,,53.720001,8.897987548436559
2022-05-13,69.260002,-2.006928905373123,74.25,65.5,67.870003,67.870003,38264800,,58.5,16.01709914529914
2022-05-16,68.059998,-9.344691723323285,68.080002,60.509998,61.700001,61.700001,18685900,,67.870003,-9.090911635881316
2022-05-17,66.199997,5.740186060733513,70.5,63.110001,70.0,70.0,15868000,,61.700001,13.452186167711734
2022-05-18,67.690002,-6.884329830570857,71.809998,61.939999,63.029999,63.029999,17422700,,70.0,-9.957144285714293
2022-05-19,65.0,3.723073846153856,70.989998,63.610001,67.419998,67.419998,15410100,,63.029999,6.9649358553853125
2022-05-20,69.370003,-4.641777224660054,70.739998,62.049999,66.150002,66.150002,15166300,,67.419998,-1.8837081543669032
2022-05-23,65.540001,0.8544354462246584,68.650002,62.349998,66.099998,66.099998,12055700,,66.150002,-0.07559183444922901
2022-05-24,64.559998,-4.956624998656283,64.559998,59.119999,61.360001,61.360001,10714900,,66.099998,-7.170948779756392
2022-05-25,61.07,9.988534468642552,68.5,60.990002,67.169998,67.169998,11062000,,61.360001,9.468704213352286
2022-05-26,63.970001,9.223076297904065,71.169998,62.299999,69.870003,69.870003,12000200,,67.169998,4.019659193677505
2022-05-27,69.839996,7.846512476890741,77.18,69.839996,75.32,75.32,14112800,,69.870003,7.80019574351527
2022-05-31,80.0,-2.375002500000001,83.32,75.599998,78.099998,78.099998,22623200,,75.32,3.690916091343599
2022-06-01,77.5,-11.44516516129032,77.800003,67.800003,68.629997,68.629997,14608500,,78.099998,-12.125481744570587
